State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
New Mexico,Hidalgo,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Hidalgo,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.033057851,1.25,*,2025,Comprehensive MCO
New Mexico,Hidalgo,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Hidalgo,Bcbs,Prenatal Ob/Gyn,*,*,0,0.028776978,1.5,*,2025,Comprehensive MCO
New Mexico,Lea,Western Sky Community Care,Prenatal Ob/Gyn,69,579,5,0.119170984,5.15942029,14:01,2020,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,81,980,5,0.082653061,6.888888889,17:01,2020,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,180,"1,558",6,0.115532734,9.077777778,30:01:00,2020,Comprehensive MCO
New Mexico,Lea,Western Sky Community Care,Prenatal Ob/Gyn,60,715,7,0.083916084,9.233333333,9:01,2021,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,101,"1,227",7,0.082314588,7.673267327,15:01,2021,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,188,"2,016",7,0.093253968,8.260638298,27:01:00,2021,Comprehensive MCO
New Mexico,Lea,Western Sky Community Care,Prenatal Ob/Gyn,76,932,7,0.081545064,5.421052632,11:01,2022,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,127,"1,478",8,0.085926928,7.385826772,16:01,2022,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,240,"2,602",8,0.092236741,8.316666667,30:01:00,2022,Comprehensive MCO
New Mexico,Lea,Western Sky Community Care,Prenatal Ob/Gyn,141,"1,303",10,0.108211819,11.59574468,15:01,2023,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,173,"1,857",10,0.093161012,10.30057803,18:01,2023,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,314,"3,294",10,0.095324833,9.917197452,32:01:00,2023,Comprehensive MCO
New Mexico,Lea,Western Sky Community Care,Prenatal Ob/Gyn,132,"1,580",5,0.083544304,7.151515152,27:01:00,2024,Comprehensive MCO
New Mexico,Lea,United Healthcare,Prenatal Ob/Gyn,31,648,4,0.047839506,3.161290323,8:01,2024,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,268,"2,406",6,0.111388196,8.395522388,45:01:00,2024,Comprehensive MCO
New Mexico,Lea,Molina,Prenatal Ob/Gyn,46,784,4,0.058673469,5.804347826,12:01,2024,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,526,"4,640",6,0.113362069,9.019011407,88:01:00,2024,Comprehensive MCO
New Mexico,Lea,United Healthcare,Prenatal Ob/Gyn,11,560,2,0.019642857,1.363636364,6:01,2025,Comprehensive MCO
New Mexico,Lea,Presbyterian Hp,Prenatal Ob/Gyn,93,"2,018",4,0.046085233,3.247311828,24:01:00,2025,Comprehensive MCO
New Mexico,Lea,Molina,Prenatal Ob/Gyn,31,666,3,0.046546547,3.129032258,11:01,2025,Comprehensive MCO
New Mexico,Lea,Bcbs,Prenatal Ob/Gyn,220,"4,054",4,0.05426739,4.177272727,55:01:00,2025,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.072289157,9.875,*,2020,Comprehensive MCO
New Mexico,Lincoln,Western Sky Community Care,Prenatal Ob/Gyn,*,*,1,0.093023256,2,*,2020,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,*,*,2,0.04787234,5.111111111,*,2020,Comprehensive MCO
New Mexico,Lincoln,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.060606061,9.75,*,2021,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,42,437,3,0.09610984,17.0952381,14:01,2021,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,*,*,3,0.075221239,5.647058824,*,2021,Comprehensive MCO
New Mexico,Lincoln,Western Sky Community Care,Prenatal Ob/Gyn,*,*,3,0.106382979,13.2,*,2022,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,42,551,5,0.076225045,13.04761905,9:01,2022,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,*,*,5,0.070921986,5.9,*,2022,Comprehensive MCO
New Mexico,Lincoln,Western Sky Community Care,Prenatal Ob/Gyn,14,136,3,0.102941176,16.78571429,5:01,2023,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,46,726,5,0.063360882,9.847826087,10:01,2023,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,21,369,5,0.056910569,6.142857143,5:01,2023,Comprehensive MCO
New Mexico,Lincoln,Western Sky Community Care,Prenatal Ob/Gyn,*,*,4,0.075144509,9.230769231,*,2024,Comprehensive MCO
New Mexico,Lincoln,United Healthcare,Prenatal Ob/Gyn,*,*,3,0.066666667,6.2,*,2024,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,73,977,4,0.074718526,9.315068493,19:01,2024,Comprehensive MCO
New Mexico,Lincoln,Molina,Prenatal Ob/Gyn,*,*,3,0.042553191,6.5,*,2024,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,39,519,4,0.075144509,6.538461538,10:01,2024,Comprehensive MCO
New Mexico,Lincoln,United Healthcare,Prenatal Ob/Gyn,*,*,2,0.015151515,4,*,2025,Comprehensive MCO
New Mexico,Lincoln,Presbyterian Hp,Prenatal Ob/Gyn,27,871,2,0.030998852,2.888888889,14:01,2025,Comprehensive MCO
New Mexico,Lincoln,Molina,Prenatal Ob/Gyn,*,*,1,0.025974026,1.5,*,2025,Comprehensive MCO
New Mexico,Lincoln,Bcbs,Prenatal Ob/Gyn,*,*,2,0.042986425,6.105263158,*,2025,Comprehensive MCO
New Mexico,Los Alamos,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0,,*,2020,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.057142857,1.5,*,2020,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,2,0.054054054,35,*,2020,Comprehensive MCO
New Mexico,Los Alamos,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.083333333,9,*,2021,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.052631579,13,*,2021,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,2,0.023255814,12,*,2021,Comprehensive MCO
New Mexico,Los Alamos,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0,,*,2022,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.022727273,4,*,2022,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,2,0.041666667,6,*,2022,Comprehensive MCO
New Mexico,Los Alamos,Western Sky Community Care,Prenatal Ob/Gyn,*,*,3,0,,*,2023,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,3,0.02,3,*,2023,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,3,0.087719298,3.8,*,2023,Comprehensive MCO
New Mexico,Los Alamos,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.111111111,9,*,2024,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.072727273,9,*,2024,Comprehensive MCO
New Mexico,Los Alamos,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Los Alamos,Molina,Prenatal Ob/Gyn,*,*,1,0,,*,2024,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,2,0.055555556,4,*,2024,Comprehensive MCO
New Mexico,Los Alamos,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Los Alamos,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.025641026,2,*,2025,Comprehensive MCO
New Mexico,Los Alamos,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Los Alamos,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Luna,Western Sky Community Care,Prenatal Ob/Gyn,19,149,4,0.127516779,5.578947368,5:01,2020,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,63,644,5,0.097826087,9.571428571,13:01,2020,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,43,494,4,0.087044534,6.604651163,11:01,2020,Comprehensive MCO
New Mexico,Luna,Western Sky Community Care,Prenatal Ob/Gyn,18,214,5,0.08411215,12.11111111,4:01,2021,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,77,802,6,0.096009975,10.38961039,13:01,2021,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,50,625,6,0.08,8.5,9:01,2021,Comprehensive MCO
New Mexico,Luna,Western Sky Community Care,Prenatal Ob/Gyn,35,280,3,0.125,7.8,12:01,2022,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,109,"1,038",4,0.105009634,11.13761468,28:01:00,2022,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,76,788,4,0.096446701,9.75,19:01,2022,Comprehensive MCO
New Mexico,Luna,Western Sky Community Care,Prenatal Ob/Gyn,40,387,2,0.103359173,8.05,20:01,2023,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,152,"1,320",3,0.115151515,9.789473684,51:01:00,2023,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,107,996,2,0.107429719,9.457943925,54:01:00,2023,Comprehensive MCO
New Mexico,Luna,Western Sky Community Care,Prenatal Ob/Gyn,44,474,2,0.092827004,9.159090909,22:01,2024,Comprehensive MCO
New Mexico,Luna,United Healthcare,Prenatal Ob/Gyn,21,235,3,0.089361702,3.238095238,7:01,2024,Comprehensive MCO
New Mexico,Luna,Molina,Prenatal Ob/Gyn,20,228,3,0.087719298,11.75,7:01,2024,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,193,"1,822",3,0.105927552,8.341968912,65:01:00,2024,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,124,"1,419",2,0.087385483,6.830645161,62:01:00,2024,Comprehensive MCO
New Mexico,Luna,Presbyterian Hp,Prenatal Ob/Gyn,64,"1,674",1,0.03823178,3.34375,64:01:00,2025,Comprehensive MCO
New Mexico,Luna,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.044052863,3,*,2025,Comprehensive MCO
New Mexico,Luna,Molina,Prenatal Ob/Gyn,*,*,1,0.032786885,8.833333333,*,2025,Comprehensive MCO
New Mexico,Luna,Bcbs,Prenatal Ob/Gyn,*,*,1,0.041800643,3.673076923,*,2025,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,62,947,25,0.065469905,8.338709677,3:01,2020,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,35,687,20,0.050946143,3.742857143,2:01,2020,Comprehensive MCO
New Mexico,Mckinley,Western Sky Community Care,Prenatal Ob/Gyn,11,130,24,0.084615385,5.181818182,1:03,2020,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,81,"1,221",31,0.066339066,8.296296296,3:01,2021,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,70,886,25,0.079006772,4.728571429,3:01,2021,Comprehensive MCO
New Mexico,Mckinley,Western Sky Community Care,Prenatal Ob/Gyn,13,173,28,0.075144509,8.307692308,1:03,2021,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,110,"1,652",26,0.066585956,7.136363636,5:01,2022,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,83,"1,191",22,0.069689337,5.337349398,4:01,2022,Comprehensive MCO
New Mexico,Mckinley,Western Sky Community Care,Prenatal Ob/Gyn,12,215,23,0.055813953,9.166666667,1:02,2022,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,148,"2,430",15,0.06090535,4.871621622,10:01,2023,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,81,"1,643",15,0.049300061,4.135802469,6:01,2023,Comprehensive MCO
New Mexico,Mckinley,Western Sky Community Care,Prenatal Ob/Gyn,19,308,14,0.061688312,8.736842105,2:01,2023,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,207,"3,310",18,0.062537764,5.956521739,12:01,2024,Comprehensive MCO
New Mexico,Mckinley,Molina,Prenatal Ob/Gyn,*,*,4,0.014925373,5.333333333,*,2024,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,126,"2,113",18,0.059630857,5.333333333,7:01,2024,Comprehensive MCO
New Mexico,Mckinley,Western Sky Community Care,Prenatal Ob/Gyn,*,*,13,0.05,5.6,*,2024,Comprehensive MCO
New Mexico,Mckinley,United Healthcare,Prenatal Ob/Gyn,*,*,5,0.02027027,1.333333333,*,2024,Comprehensive MCO
New Mexico,Mckinley,Molina,Prenatal Ob/Gyn,*,*,1,0.006097561,2,*,2025,Comprehensive MCO
New Mexico,Mckinley,Bcbs,Prenatal Ob/Gyn,*,*,2,0.022509848,3.95,*,2025,Comprehensive MCO
New Mexico,Mckinley,United Healthcare,Prenatal Ob/Gyn,*,*,2,0.016,3.5,*,2025,Comprehensive MCO
New Mexico,Mckinley,Presbyterian Hp,Prenatal Ob/Gyn,50,"3,078",2,0.016244314,3.88,25:01:00,2025,Comprehensive MCO
New Mexico,Mora,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.086956522,13.75,*,2020,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0.068965517,10.5,*,2020,Comprehensive MCO
New Mexico,Mora,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.087719298,2,*,2021,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2021,Comprehensive MCO
New Mexico,Mora,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.082191781,6.166666667,*,2022,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0.09375,13.33333333,*,2022,Comprehensive MCO
New Mexico,Mora,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2023,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.047619048,8.5,*,2023,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0.068965517,1.5,*,2023,Comprehensive MCO
New Mexico,Mora,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Mora,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.090909091,6.285714286,*,2024,Comprehensive MCO
New Mexico,Mora,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2024,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0.037037037,2,*,2024,Comprehensive MCO
New Mexico,Mora,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Mora,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.017241379,8,*,2025,Comprehensive MCO
New Mexico,Mora,Molina,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Mora,Bcbs,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Otero,Western Sky Community Care,Prenatal Ob/Gyn,15,224,6,0.066964286,6.8,3:01,2020,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,54,848,6,0.063679245,7.333333333,9:01,2020,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,47,654,6,0.071865443,5.319148936,8:01,2020,Comprehensive MCO
New Mexico,Otero,Western Sky Community Care,Prenatal Ob/Gyn,17,285,5,0.059649123,4.117647059,4:01,2021,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,61,"1,025",5,0.059512195,5.491803279,13:01,2021,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,57,843,4,0.067615658,5.894736842,15:01,2021,Comprehensive MCO
New Mexico,Otero,Western Sky Community Care,Prenatal Ob/Gyn,22,360,7,0.061111111,11.54545455,4:01,2022,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,66,"1,313",8,0.050266565,7.439393939,9:01,2022,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,65,"1,046",8,0.062141491,5.107692308,9:01,2022,Comprehensive MCO
New Mexico,Otero,Western Sky Community Care,Prenatal Ob/Gyn,25,483,5,0.051759834,9,5:01,2023,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,117,"1,691",5,0.069189829,6.786324786,24:01:00,2023,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,103,"1,347",5,0.076466221,4.72815534,21:01,2023,Comprehensive MCO
New Mexico,Otero,Western Sky Community Care,Prenatal Ob/Gyn,*,*,6,0.073529412,11.65,*,2024,Comprehensive MCO
New Mexico,Otero,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.021834061,3,*,2024,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,195,"2,315",6,0.084233261,6.58974359,33:01:00,2024,Comprehensive MCO
New Mexico,Otero,Molina,Prenatal Ob/Gyn,*,*,6,0.037974684,2.444444444,*,2024,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,132,"1,848",6,0.071428571,6.522727273,22:01,2024,Comprehensive MCO
New Mexico,Otero,United Healthcare,Prenatal Ob/Gyn,*,*,2,0.00990099,1,*,2025,Comprehensive MCO
New Mexico,Otero,Presbyterian Hp,Prenatal Ob/Gyn,62,"2,110",3,0.029383886,2.387096774,21:01,2025,Comprehensive MCO
New Mexico,Otero,Molina,Prenatal Ob/Gyn,*,*,1,0.014778325,1.333333333,*,2025,Comprehensive MCO
New Mexico,Otero,Bcbs,Prenatal Ob/Gyn,*,*,3,0.024081878,4.125,*,2025,Comprehensive MCO
New Mexico,Quay,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2020,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,13,178,0,0.073033708,3.615384615,0,2020,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.054347826,3,*,2020,Comprehensive MCO
New Mexico,Quay,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.029411765,2,*,2021,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.063636364,5.428571429,*,2021,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.057377049,2.714285714,*,2021,Comprehensive MCO
New Mexico,Quay,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0,,*,2022,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,19,255,0,0.074509804,11.10526316,0,2022,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.047619048,4.625,*,2022,Comprehensive MCO
New Mexico,Quay,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.012987013,12,*,2023,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,21,348,0,0.060344828,5.952380952,0,2023,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.088983051,4.714285714,*,2023,Comprehensive MCO
New Mexico,Quay,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.066666667,8.166666667,*,2024,Comprehensive MCO
New Mexico,Quay,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.054054054,2,*,2024,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,39,475,0,0.082105263,6.615384615,0,2024,Comprehensive MCO
New Mexico,Quay,Molina,Prenatal Ob/Gyn,*,*,0,0.068181818,3.666666667,*,2024,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.055718475,4.210526316,*,2024,Comprehensive MCO
New Mexico,Quay,United Healthcare,Prenatal Ob/Gyn,*,*,0,0,,*,2025,Comprehensive MCO
New Mexico,Quay,Presbyterian Hp,Prenatal Ob/Gyn,15,448,0,0.033482143,2.8,0,2025,Comprehensive MCO
New Mexico,Quay,Molina,Prenatal Ob/Gyn,*,*,0,0.041666667,3,*,2025,Comprehensive MCO
New Mexico,Quay,Bcbs,Prenatal Ob/Gyn,*,*,0,0.023255814,3.428571429,*,2025,Comprehensive MCO
New Mexico,Rio Arriba,Western Sky Community Care,Prenatal Ob/Gyn,*,*,4,0.060869565,8.857142857,*,2020,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,65,932,5,0.069742489,8.369230769,13:01,2020,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,*,*,5,0.092198582,8.128205128,*,2020,Comprehensive MCO
New Mexico,Rio Arriba,Western Sky Community Care,Prenatal Ob/Gyn,15,158,5,0.094936709,5.733333333,3:01,2021,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,98,"1,201",5,0.081598668,12.65306122,20:01,2021,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,39,556,5,0.070143885,6.487179487,8:01,2021,Comprehensive MCO
New Mexico,Rio Arriba,Western Sky Community Care,Prenatal Ob/Gyn,*,*,5,0.038647343,7.625,*,2022,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,115,"1,603",5,0.071740487,12.15652174,23:01,2022,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,*,*,5,0.065484311,8.520833333,*,2022,Comprehensive MCO
New Mexico,Rio Arriba,Western Sky Community Care,Prenatal Ob/Gyn,17,303,6,0.056105611,8.647058824,3:01,2023,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,151,"2,091",6,0.072214252,10.31788079,26:01:00,2023,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,65,975,6,0.066666667,6.784615385,11:01,2023,Comprehensive MCO
New Mexico,Rio Arriba,Western Sky Community Care,Prenatal Ob/Gyn,*,*,4,0.051051051,5.764705882,*,2024,Comprehensive MCO
New Mexico,Rio Arriba,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.042553191,2.833333333,*,2024,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,209,"2,575",5,0.081165049,9.468899522,42:01:00,2024,Comprehensive MCO
New Mexico,Rio Arriba,Molina,Prenatal Ob/Gyn,*,*,1,0.027932961,6,*,2024,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,99,"1,266",5,0.078199052,6.868686869,20:01,2024,Comprehensive MCO
New Mexico,Rio Arriba,United Healthcare,Prenatal Ob/Gyn,*,*,1,0.048780488,2.666666667,*,2025,Comprehensive MCO
New Mexico,Rio Arriba,Presbyterian Hp,Prenatal Ob/Gyn,71,"2,273",1,0.031236252,3.338028169,71:01:00,2025,Comprehensive MCO
New Mexico,Rio Arriba,Molina,Prenatal Ob/Gyn,*,*,1,0.025806452,4.25,*,2025,Comprehensive MCO
New Mexico,Rio Arriba,Bcbs,Prenatal Ob/Gyn,*,*,1,0.033006244,3.567567568,*,2025,Comprehensive MCO
New Mexico,Roosevelt,Western Sky Community Care,Prenatal Ob/Gyn,*,*,1,0.075,8.333333333,*,2020,Comprehensive MCO
New Mexico,Roosevelt,Presbyterian Hp,Prenatal Ob/Gyn,*,*,1,0.072222222,4.769230769,*,2020,Comprehensive MCO
New Mexico,Roosevelt,Bcbs,Prenatal Ob/Gyn,*,*,1,0.022727273,4.333333333,*,2020,Comprehensive MCO
New Mexico,Roosevelt,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.085106383,10,*,2021,Comprehensive MCO
New Mexico,Roosevelt,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.041450777,8.625,*,2021,Comprehensive MCO
New Mexico,Roosevelt,Bcbs,Prenatal Ob/Gyn,*,*,2,0.060606061,5.1,*,2021,Comprehensive MCO
New Mexico,Roosevelt,Western Sky Community Care,Prenatal Ob/Gyn,*,*,2,0.101694915,11.33333333,*,2022,Comprehensive MCO
New Mexico,Roosevelt,Presbyterian Hp,Prenatal Ob/Gyn,*,*,2,0.044776119,3.444444444,*,2022,Comprehensive MCO
New Mexico,Roosevelt,Bcbs,Prenatal Ob/Gyn,*,*,2,0.088235294,6.6,*,2022,Comprehensive MCO
New Mexico,Roosevelt,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.09375,5.166666667,*,2023,Comprehensive MCO
New Mexico,Roosevelt,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.065789474,7.333333333,*,2023,Comprehensive MCO
New Mexico,Roosevelt,Bcbs,Prenatal Ob/Gyn,*,*,0,0.050847458,7.777777778,*,2023,Comprehensive MCO
New Mexico,Roosevelt,Western Sky Community Care,Prenatal Ob/Gyn,*,*,0,0.083333333,2.8,*,2024,Comprehensive MCO
New Mexico,Roosevelt,United Healthcare,Prenatal Ob/Gyn,*,*,0,0.071428571,3,*,2024,Comprehensive MCO
New Mexico,Roosevelt,Presbyterian Hp,Prenatal Ob/Gyn,*,*,0,0.063829787,7.066666667,*,2024,Comprehensive MCO
New Mexico,Roosevelt,Molina,Prenatal Ob/Gyn,*,*,0,0.028571429,6,*,2024,Comprehensive MCO
New Mexico,Roosevelt,Bcbs,Prenatal Ob/Gyn,*,*,0,0.050228311,8.636363636,*,2024,Comprehensive MCO
